,published_year,type,crossref_dois,openalex_native_ids,openalex_native_has_openalex_native_type,openalex_native_has_abstract,openalex_native_has_affiliations,openalex_native_has_affiliations_countrycode,openalex_native_has_affiliations_sourceid,openalex_native_has_affiliations_ror,openalex_native_has_affiliations_string,openalex_native_has_authors,openalex_native_has_authors_sourceid,openalex_native_has_authors_orcid,openalex_native_has_authors_sequence,openalex_native_has_authors_string,openalex_native_has_citations,openalex_native_has_fields,openalex_native_has_fields_mag,openalex_native_has_references,openalex_native_has_venue,openalex_native_has_venue_issnl,openalex_native_has_venue_sourceid,openalex_native_has_venue_issn,openalex_native_has_venue_string,openalex_native_abstract_adds_presence,openalex_native_abstract_adds_counts,openalex_native_affiliations_adds_presence,openalex_native_affiliations_adds_counts,openalex_native_affiliations_countrycode_adds_presence,openalex_native_affiliations_countrycode_adds_counts,openalex_native_affiliations_sourceid_adds_presence,openalex_native_affiliations_sourceid_adds_counts,openalex_native_affiliations_ror_adds_presence,openalex_native_affiliations_ror_adds_counts,openalex_native_affiliations_string_adds_presence,openalex_native_affiliations_string_adds_counts,openalex_native_authors_adds_presence,openalex_native_authors_adds_counts,openalex_native_authors_sourceid_adds_presence,openalex_native_authors_sourceid_adds_counts,openalex_native_authors_orcid_adds_presence,openalex_native_authors_orcid_adds_counts,openalex_native_authors_sequence_adds_presence,openalex_native_authors_sequence_adds_counts,openalex_native_authors_string_adds_presence,openalex_native_authors_string_adds_counts,openalex_native_citations_adds_presence,openalex_native_citations_adds_counts,openalex_native_fields_adds_presence,openalex_native_fields_adds_counts,openalex_native_fields_mag_adds_presence,openalex_native_fields_mag_adds_counts,openalex_native_references_adds_presence,openalex_native_references_adds_counts,openalex_native_venue_adds_presence,openalex_native_venue_adds_counts,openalex_native_venue_issnl_adds_presence,openalex_native_venue_issnl_adds_counts,openalex_native_venue_sourceid_adds_presence,openalex_native_venue_sourceid_adds_counts,openalex_native_venue_issn_adds_presence,openalex_native_venue_issn_adds_counts,openalex_native_venue_string_adds_presence,openalex_native_venue_string_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
1601,1923,journal-issue,795,791,791,5,0,0,0,0,0,0,0,0,0,0,0,786,786,0,777,777,777,777,791,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,90,174,90,0,0,0,0,0,0,0,0,0,203,0,0,795,795,0,0,0,0,0,0,0,0,6,621,0,795,781,795
1602,1923,monograph,2234,2203,2203,2,2,0,0,0,2,1091,1240,0,1240,1091,168,2131,2131,2,12,12,12,12,17,2,0,1,1,0,0,0,0,0,0,1,1,109,10,258,10,0,0,3,10,109,10,38,119,2131,0,2131,0,2,2,9,9,9,9,9,9,9,10,14,14,2234,2234,0,1,0,1,1011,0,2194,1011,197,0,0,4,4,4
1603,1923,other,11,11,11,0,0,0,0,0,0,10,10,0,10,10,7,10,10,0,10,10,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,11,11,0,0,0,0,10,0,11,10,7,0,0,11,10,11
1604,1923,proceedings-article,57,57,57,0,5,1,1,1,5,57,57,0,57,57,9,53,53,0,0,0,0,0,57,0,0,5,5,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,3,3,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,57,0,57,57,9,0,1,57,57,57
1605,1923,report,266,264,264,2,0,0,0,0,0,134,144,0,144,134,47,257,257,0,2,1,2,1,53,2,0,0,0,0,0,0,0,0,0,0,0,74,61,84,61,0,0,61,61,74,61,36,43,257,0,257,0,0,0,2,2,1,1,2,2,1,1,53,53,266,266,0,0,0,0,60,0,175,60,18,0,0,0,0,0
1606,1923,report-series,21,18,18,1,1,0,0,0,1,18,18,0,18,18,7,18,18,0,18,18,18,18,18,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,21,0,21,21,6,0,0,21,21,21
1607,1922,book,710,684,684,8,0,0,0,0,0,617,617,0,617,617,273,640,640,5,23,23,23,23,35,8,0,0,0,0,0,0,0,0,0,0,0,30,42,30,42,0,0,30,42,30,42,37,151,640,0,640,0,5,5,12,12,12,12,12,12,12,13,24,24,710,710,0,0,0,0,610,0,622,610,338,0,0,12,11,12
1608,1922,book-chapter,9103,8683,8683,1690,1165,300,300,291,1165,4113,4113,0,4113,4113,270,7758,7758,544,125,122,125,122,6067,1690,0,1165,1165,300,300,300,300,291,291,1165,1165,370,363,370,363,0,0,340,363,370,363,149,206,7758,0,7758,0,22,27,0,0,0,0,0,0,66,66,0,0,9103,9103,0,0,0,0,3745,0,3802,3745,270,0,963,9103,56,9103
1609,1922,dataset,390,389,389,0,0,0,0,0,0,328,328,0,328,328,1,387,387,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,387,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,390,390,0,0,0,0,329,0,330,329,10,0,0,390,0,390
1610,1922,journal-article,69622,68102,68001,5206,11543,4665,4748,4296,11543,45363,45376,83,45376,45363,17761,65015,65015,4854,68088,65574,68088,65512,68094,4502,0,7954,7955,3013,3013,3059,3059,4296,4296,7954,7955,1097,1479,1110,1479,83,83,1081,1479,1097,1479,3249,9421,9081,31435,9081,31435,853,888,0,0,0,0,0,0,0,27306,0,0,69622,69622,1080,4755,0,4755,44850,0,45034,44850,17741,59939,7259,69622,69622,69622
1611,1922,journal-issue,795,792,792,2,0,0,0,0,0,0,0,0,0,0,0,790,790,0,775,775,775,775,792,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,69,135,69,0,0,0,0,0,0,0,0,0,178,0,0,795,795,0,0,0,0,0,0,0,0,7,660,0,795,778,795
1612,1922,monograph,3046,2963,2963,12,4,1,1,1,4,1836,1953,0,1953,1836,375,2860,2860,3,30,29,30,29,35,12,0,3,3,0,0,0,0,1,1,3,3,107,22,224,22,0,0,2,22,107,22,113,257,2860,0,2860,0,3,3,29,29,28,28,29,29,28,28,34,34,3046,3046,0,1,0,1,1812,0,2997,1812,444,0,0,1,1,1
1613,1922,other,17,16,16,0,0,0,0,0,0,15,15,0,15,15,10,13,13,0,12,12,12,12,15,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,1,3,1,3,4,9,13,0,13,0,0,0,0,0,0,0,0,0,0,12,0,0,17,17,0,0,0,0,15,0,16,15,7,0,0,17,13,17
1614,1922,proceedings-article,66,66,66,0,7,3,3,2,7,66,66,0,66,66,15,63,63,0,1,0,1,0,66,0,0,7,7,3,3,3,3,2,2,7,7,0,0,0,0,0,0,0,0,0,0,6,7,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,66,0,66,66,11,0,1,66,66,66
1615,1922,report,329,327,327,2,0,0,0,0,0,183,195,1,195,183,39,313,313,0,1,0,1,0,61,2,0,0,0,0,0,0,0,0,0,0,0,69,63,81,63,1,1,63,63,69,63,31,36,313,0,313,0,0,0,1,1,0,0,1,1,0,0,61,61,329,329,0,0,0,0,114,0,250,114,16,0,0,0,0,0
1616,1922,report-series,22,17,17,0,0,0,0,0,0,17,17,0,17,17,2,16,16,1,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,16,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,22,0,22,22,7,0,0,22,22,22
1617,1921,book,666,643,643,3,1,1,1,1,1,593,594,0,594,593,245,598,598,3,22,22,22,22,28,3,0,1,1,1,1,1,1,1,1,1,1,34,52,35,52,0,0,33,52,34,52,37,143,598,0,598,0,3,3,11,11,11,11,11,11,11,11,17,17,666,666,1,0,0,0,579,0,589,579,301,0,0,11,11,11
1618,1921,book-chapter,7369,7242,7242,1812,1264,324,324,314,1264,4353,4355,1,4355,4353,222,6251,6251,435,86,85,86,85,4636,1812,0,1264,1264,324,324,324,324,314,314,1264,1264,241,274,243,274,1,1,238,274,241,274,85,141,6251,0,6251,0,21,23,0,0,0,0,0,0,11,12,0,0,7369,7369,0,0,0,0,4120,0,4132,4120,285,0,1154,7369,74,7369
1619,1921,dataset,70,70,70,0,0,0,0,0,0,61,61,0,61,61,4,70,70,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,61,0,61,61,16,0,0,70,0,70
1620,1921,journal-article,64820,63694,63582,4192,9983,4123,4212,3756,9983,41317,41339,56,41339,41317,15215,61038,61038,3981,63650,61358,63650,61286,63674,3474,0,6614,6617,2654,2656,2715,2717,3756,3756,6614,6617,1122,1396,1144,1396,56,56,1104,1396,1122,1396,2889,8094,8697,29678,8697,29678,603,642,0,0,0,0,0,0,0,26098,0,0,64820,64820,1098,4228,0,4228,40550,0,40740,40550,15457,55559,6302,64820,64820,64820
1621,1921,journal-issue,740,737,737,2,0,0,0,0,0,0,0,0,0,0,0,737,737,0,723,723,723,723,737,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,74,122,74,0,0,0,0,0,0,0,0,0,159,0,0,740,740,0,0,0,0,0,0,0,0,10,618,0,740,726,740
1622,1921,monograph,2690,2618,2618,9,0,0,0,0,0,1659,1790,0,1790,1659,337,2533,2533,5,19,19,19,16,27,9,0,0,0,0,0,0,0,0,0,0,0,108,16,239,16,0,0,1,16,108,16,94,211,2533,0,2533,0,5,5,19,19,19,19,19,19,16,16,27,27,2690,2690,0,0,0,0,1624,0,2654,1624,402,0,0,0,0,0
1623,1921,other,11,11,11,0,0,0,0,0,0,10,10,0,10,10,6,10,10,0,8,8,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,1,6,10,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,11,11,0,0,0,0,10,0,11,10,5,0,0,11,8,11
1624,1921,proceedings-article,60,60,60,0,4,0,0,0,4,60,60,0,60,60,6,58,58,0,0,0,0,0,60,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,6,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,60,0,60,60,4,0,0,60,60,60
1625,1921,report,261,256,256,0,0,0,0,0,0,168,179,1,179,168,33,251,251,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,53,49,64,49,1,1,49,49,53,49,24,30,251,0,251,0,0,0,0,0,0,0,0,0,0,0,46,46,261,261,1,0,0,0,116,0,201,116,19,0,1,0,0,0
1626,1921,report-series,21,14,14,0,0,0,0,0,0,14,14,0,14,14,2,14,14,0,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,21,0,21,21,6,0,0,21,21,21
1627,1920,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,1920,book,564,535,535,5,1,0,0,0,1,468,469,2,469,468,184,486,486,7,13,13,13,13,18,5,0,1,1,0,0,0,0,0,0,1,1,21,35,22,35,2,2,21,35,21,35,23,90,486,0,486,0,4,4,10,10,10,10,10,10,10,12,15,15,564,564,1,0,0,0,468,0,482,468,252,0,4,3,3,3
1629,1920,book-chapter,6421,6206,6206,1478,801,229,229,224,801,3455,3456,45,3456,3455,242,5493,5493,572,24,21,24,21,4089,1478,0,801,801,229,229,229,229,224,224,801,801,264,242,265,242,45,45,230,242,264,242,85,146,5493,0,5493,0,25,27,0,0,0,0,0,0,6,6,0,0,6421,6421,0,0,0,0,3209,0,3273,3209,285,0,1116,6421,15,6421
1630,1920,dataset,34,34,34,0,0,0,0,0,0,22,22,0,22,22,3,34,34,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,22,0,25,22,6,0,0,34,0,34
1631,1920,journal-article,58214,57085,56961,4048,8038,3382,3466,3131,8038,36055,36062,57,36062,36055,12861,54807,54807,3104,57062,54986,57062,54942,57082,3365,0,5213,5218,2158,2160,2205,2207,3131,3131,5213,5218,884,1133,891,1133,57,57,876,1133,884,1133,2676,7091,9169,26403,9169,26403,591,614,0,0,0,0,0,0,0,24829,0,0,58214,58214,975,3670,0,3670,35500,0,35625,35500,12797,48463,4877,58214,58214,58214
1632,1920,journal-issue,712,708,708,7,0,0,0,0,0,0,0,0,0,0,0,706,706,0,693,693,693,693,708,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,69,125,69,0,0,0,0,0,0,0,0,0,150,0,0,712,712,0,0,0,0,0,0,0,0,2,587,0,712,697,712
1633,1920,monograph,2592,2523,2523,13,6,6,6,6,6,1622,1732,3,1732,1622,353,2447,2447,8,23,23,23,23,33,13,0,6,6,6,6,6,6,6,6,6,6,86,21,196,21,3,3,2,21,86,21,109,233,2447,0,2447,0,5,5,21,21,21,21,21,21,21,21,31,31,2592,2592,2,0,0,0,1605,0,2575,1605,379,0,7,2,2,2
1634,1920,other,31,31,31,1,2,2,2,2,2,17,17,2,17,17,6,31,31,13,7,7,7,7,22,1,0,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,9,9,9,9,3,6,31,0,31,0,0,0,0,0,0,0,0,0,0,7,0,0,31,31,0,0,0,0,8,0,9,8,4,0,19,31,7,31
1635,1920,proceedings-article,82,82,82,0,7,1,1,1,7,82,82,0,82,82,11,81,81,0,0,0,0,0,82,0,0,7,7,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,5,7,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0,0,0,0,82,0,82,82,12,0,0,82,82,82
1636,1920,report,221,220,220,0,0,0,0,0,0,156,159,0,159,156,21,214,214,0,3,2,3,1,44,0,0,0,0,0,0,0,0,0,0,0,0,45,38,48,38,0,0,38,38,45,38,17,19,214,0,214,0,0,0,3,3,2,2,3,3,1,1,44,44,221,221,0,0,0,0,111,0,173,111,6,0,0,0,0,0
1637,1920,report-series,36,31,31,0,0,0,0,0,0,31,31,0,31,31,10,31,31,0,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,36,0,36,36,12,0,0,36,36,36
1638,1919,book,466,446,446,4,4,3,3,3,4,396,396,1,396,396,163,406,406,3,16,16,16,16,18,4,0,4,4,3,3,3,3,3,3,4,4,17,20,17,20,1,1,15,20,17,20,26,77,406,0,406,0,3,3,12,12,12,12,12,12,12,12,14,14,466,466,0,0,0,0,396,0,408,396,189,0,0,5,4,5
1639,1919,book-chapter,5823,5600,5600,1217,746,204,204,195,746,2975,2988,0,2988,2975,142,4976,4976,305,27,27,27,27,3945,1217,0,746,746,204,204,204,204,195,195,746,746,75,52,88,52,0,0,51,52,75,52,53,85,4976,0,4976,0,6,11,0,0,0,0,0,0,9,9,0,0,5823,5823,0,0,0,0,2902,0,2988,2902,167,0,643,5823,18,5823
1640,1919,dataset,46,46,46,0,0,0,0,0,0,42,42,0,42,42,4,46,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,0,42,0,45,42,16,0,0,46,0,46
1641,1919,journal-article,50694,49834,49739,3746,6179,2609,2684,2423,6179,31058,31067,69,31067,31058,10824,47847,47847,2548,49808,48158,49808,48126,49826,3219,0,4050,4050,1604,1604,1653,1653,2423,2423,4050,4050,659,925,668,925,69,69,652,925,659,925,2393,6065,9042,22567,9042,22567,581,595,0,0,0,0,0,0,0,22211,0,0,50694,50694,821,2829,0,2829,30666,0,30799,30666,10612,41012,3924,50694,50694,50694
1642,1919,journal-issue,615,613,613,0,0,0,0,0,0,0,0,0,0,0,0,612,612,0,599,599,599,599,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,45,107,45,0,0,0,0,0,0,0,0,0,136,0,0,615,615,0,0,0,0,0,0,0,0,4,508,0,615,601,615
1643,1919,monograph,2118,2058,2058,13,1,0,0,0,1,1352,1434,0,1434,1352,261,2002,2002,1,12,12,12,12,18,13,0,1,1,0,0,0,0,0,0,1,1,113,13,195,13,0,0,3,13,113,13,86,184,2002,0,2002,0,1,1,12,12,12,12,12,12,12,12,18,18,2118,2118,0,0,0,0,1300,0,2107,1300,305,0,0,0,0,0
1644,1919,other,19,19,19,2,0,0,0,0,0,19,19,0,19,19,14,17,17,0,17,17,17,17,19,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,14,17,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,19,19,0,0,0,0,19,0,19,19,12,0,0,19,17,19
1645,1919,proceedings-article,69,69,69,0,9,3,3,1,9,69,69,0,69,69,8,67,67,0,1,1,1,1,69,0,0,9,9,3,3,3,3,1,1,9,9,0,0,0,0,0,0,0,0,0,0,4,5,67,0,67,0,0,0,0,0,0,0,0,0,0,1,0,0,69,69,0,0,0,0,69,0,69,69,6,0,2,69,69,69
1646,1919,report,259,253,253,4,0,0,0,0,0,193,195,0,195,193,38,244,244,0,3,0,3,0,69,4,0,0,0,0,0,0,0,0,0,0,0,97,82,99,82,0,0,82,82,97,82,32,36,244,0,244,0,0,0,3,3,0,0,3,3,0,0,69,69,259,259,0,0,0,0,98,0,159,98,10,0,0,0,0,0
1647,1919,report-series,33,23,23,0,0,0,0,0,0,23,23,0,23,23,3,23,23,0,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,33,0,33,33,8,0,0,33,33,33
1648,1918,book,396,383,383,2,3,2,2,2,3,328,328,0,328,328,122,354,354,1,7,7,7,7,11,2,0,3,3,2,2,2,2,2,2,3,3,11,14,11,14,0,0,10,14,11,14,14,63,354,0,354,0,1,1,4,4,4,4,4,4,4,5,8,8,396,396,0,0,0,0,326,0,335,326,152,0,0,3,3,3
1649,1918,book-chapter,4381,4311,4311,717,468,135,135,124,468,1978,1978,0,1978,1978,104,3870,3870,231,34,34,34,34,2845,717,0,468,468,135,135,135,135,124,124,468,468,268,228,268,228,0,0,223,228,268,228,46,61,3870,0,3870,0,10,12,0,0,0,0,0,0,2,12,0,0,4381,4381,0,0,0,0,1711,0,1770,1711,121,0,427,4381,32,4381
1650,1918,dataset,36,36,36,0,0,0,0,0,0,20,20,0,20,20,0,36,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,20,0,26,20,8,0,0,36,0,36
1651,1918,journal-article,48392,47309,47231,3319,5655,2380,2447,2212,5655,28972,28981,47,28981,28972,10031,45498,45498,2230,47306,45786,47306,45726,47307,2724,1,3739,3742,1468,1469,1506,1507,2212,2212,3739,3742,745,993,754,993,47,47,738,993,745,993,2250,5781,7267,22613,7267,22613,482,498,0,0,0,0,0,0,0,21025,0,0,48392,48392,858,2596,0,2596,28576,0,28712,28576,9864,40702,3450,48392,48392,48392
1652,1918,journal-issue,671,670,670,3,0,0,0,0,0,0,0,0,0,0,0,670,670,0,654,654,654,654,670,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,52,122,52,0,0,0,0,0,0,0,0,0,142,0,0,671,671,0,0,0,0,0,0,0,0,2,548,0,671,655,671
1653,1918,monograph,1774,1732,1732,9,6,6,6,6,6,1122,1189,1,1189,1122,249,1670,1670,6,14,13,14,13,18,9,0,6,6,6,6,6,6,6,6,6,6,62,16,129,16,1,1,0,16,62,16,70,158,1670,0,1670,0,6,6,11,11,10,10,11,11,10,11,15,15,1774,1774,0,0,0,0,1102,0,1763,1102,274,0,0,3,3,3
1654,1918,other,13,12,12,0,0,0,0,0,0,10,10,0,10,10,9,12,12,0,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,13,13,0,0,0,0,11,0,13,11,8,0,0,13,12,13
1655,1918,proceedings-article,51,51,51,0,1,1,1,0,1,51,51,0,51,51,4,47,47,0,1,1,1,1,50,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,47,0,47,0,0,0,0,0,0,0,0,0,0,1,0,0,51,51,0,0,0,0,51,0,51,51,2,0,1,51,51,51
1656,1918,report,201,187,187,1,0,0,0,0,0,146,149,0,149,146,39,177,177,0,1,1,1,1,47,1,0,0,0,0,0,0,0,0,0,0,0,54,54,57,54,0,0,53,54,54,54,30,39,177,0,177,0,0,0,1,1,1,1,1,1,1,1,47,47,201,201,0,0,0,0,93,0,134,93,11,0,0,0,0,0
1657,1918,report-series,14,10,10,0,0,0,0,0,0,10,10,0,10,10,1,9,9,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,14,0,14,14,6,0,0,14,14,14
1658,1917,book,417,406,406,0,0,0,0,0,0,351,353,0,353,351,135,384,384,1,9,9,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,14,24,16,25,0,0,14,25,14,24,17,65,384,0,384,0,1,1,6,6,6,6,6,6,6,7,11,11,417,417,0,0,0,0,347,0,360,347,176,0,0,3,3,3
1659,1917,book-chapter,4665,4629,4629,805,419,102,102,99,419,1958,1964,1,1964,1958,146,4179,4179,170,34,34,34,34,3336,805,0,419,419,102,102,102,102,99,99,419,419,278,260,284,260,1,1,258,260,278,260,62,99,4179,0,4179,0,9,9,0,0,0,0,0,0,7,7,0,0,4665,4665,0,0,0,0,1693,0,1784,1693,156,0,329,4665,27,4665
1660,1917,dataset,18,18,18,0,0,0,0,0,0,9,9,0,9,9,1,18,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,9,0,9,9,3,0,0,18,0,18
1661,1917,journal-article,50243,49170,49069,3341,5965,2622,2731,2453,5965,30558,30573,71,30573,30558,10329,47356,47356,2183,49158,47601,49158,47556,49158,2746,5,3668,3672,1546,1547,1623,1624,2453,2453,3668,3672,728,1037,743,1037,71,71,720,1037,728,1037,2320,5856,9146,21611,9146,21611,504,527,0,0,0,0,0,0,0,21965,0,0,50243,50243,889,3047,0,3047,30175,0,30373,30175,9978,40499,3325,50243,50243,50243
1662,1917,journal-issue,627,625,625,3,0,0,0,0,0,0,0,0,0,0,0,625,625,0,611,611,611,611,625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,61,122,61,0,0,0,0,0,0,0,0,0,147,0,0,627,627,0,0,0,0,0,0,0,0,7,505,0,627,613,627
1663,1917,monograph,2406,2341,2341,14,1,0,0,0,1,1581,1675,0,1675,1581,296,2266,2266,5,12,12,12,12,17,14,0,1,1,0,0,0,0,0,0,1,1,87,20,181,20,0,0,0,20,87,20,117,219,2266,0,2266,0,5,5,11,11,11,11,11,11,11,11,16,16,2406,2406,0,0,0,0,1559,0,2397,1559,344,0,0,1,1,1
1664,1917,other,38,38,38,0,0,0,0,0,0,37,37,0,37,37,29,37,37,0,36,36,36,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,14,29,37,0,37,0,0,0,0,0,0,0,0,0,0,36,0,0,38,38,0,0,0,0,37,0,38,37,15,0,0,38,36,38
1665,1917,proceedings-article,53,53,53,0,1,0,0,0,1,53,53,0,53,53,10,52,52,0,1,0,1,0,53,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,53,0,53,53,7,0,0,53,53,53
1666,1917,report,279,276,276,1,0,0,0,0,0,233,234,0,234,233,44,267,267,1,5,1,5,1,47,1,0,0,0,0,0,0,0,0,0,0,0,68,58,69,58,0,0,58,58,68,58,32,37,267,0,267,0,1,1,5,5,1,1,5,5,1,1,47,47,279,279,0,0,0,0,167,0,209,167,24,0,0,0,0,0
1667,1917,report-series,21,16,16,1,0,0,0,0,0,16,16,0,16,16,2,15,15,0,16,16,16,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,21,0,21,21,7,0,0,21,21,21
1668,1916,book,319,312,312,5,1,0,0,0,1,264,265,0,265,264,105,295,295,1,15,15,15,15,19,5,0,1,1,0,0,0,0,0,0,1,1,11,20,12,20,0,0,8,20,11,20,11,58,295,0,295,0,1,1,13,13,13,13,13,13,13,13,17,17,319,319,0,0,0,0,259,0,273,259,129,0,0,2,2,2
1669,1916,book-chapter,3407,3370,3370,515,243,45,45,40,243,1295,1296,1,1296,1295,73,3068,3068,142,32,32,32,32,2435,515,0,243,243,45,45,45,45,40,40,243,243,131,122,132,122,1,1,122,122,131,122,32,44,3068,0,3068,0,6,8,0,0,0,0,0,0,20,20,0,0,3407,3407,0,0,0,0,1164,0,1182,1164,82,0,281,3407,12,3407
1670,1916,dataset,333,333,333,1,0,0,0,0,0,299,299,0,299,299,8,327,327,0,0,0,0,0,320,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,2,3,327,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,333,333,0,0,0,0,299,0,300,299,20,0,0,333,0,333
1671,1916,journal-article,53574,51748,51674,3435,6250,2678,2746,2496,6250,32492,32511,73,32511,32492,10677,49815,49815,2407,51739,50195,51739,50129,51740,2790,1,3518,3519,1450,1451,1506,1507,2496,2496,3518,3519,790,1114,809,1114,73,73,780,1114,790,1114,2378,5986,9053,22457,9053,22457,487,509,0,0,0,0,0,0,0,22376,0,0,53574,53574,999,3834,0,3834,32543,0,32859,32543,10361,43982,3802,53574,53574,53574
1672,1916,journal-issue,607,606,606,2,0,0,0,0,0,0,0,0,0,0,0,603,603,0,590,590,590,590,606,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,58,126,58,0,0,0,0,0,0,0,0,0,133,0,0,607,607,0,0,0,0,0,0,0,0,1,481,0,607,591,607
