,cr_published_year,cr_type,cr_dois,openalex_dois,openalex_ids,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_id_countrycode,openalex_has_affiliations_id_ror,openalex_has_affiliations_id_source,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_id_orcid,openalex_has_authors_id_source,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_references,openalex_has_venue,openalex_has_venue_id_issn,openalex_has_venue_id_issnl,openalex_has_venue_id_source,openalex_has_venue_string,crossref_dois,crossref_ids,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_id_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_id_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_id_issn,crossref_has_venue_string,count_openalex_crossref_overlap,crossref_has_abstract_in_overlap,crossref_abstract_adds_presence,crossref_abstract_adds_presence_overlap,crossref_has_affiliations_in_overlap,crossref_affiliations_adds_presence,crossref_affiliations_adds_presence_overlap,crossref_has_affiliations_id_ror_in_overlap,crossref_affiliations_id_ror_adds_presence,crossref_affiliations_id_ror_adds_presence_overlap,crossref_has_affiliations_string_in_overlap,crossref_affiliations_string_adds_presence,crossref_affiliations_string_adds_presence_overlap,crossref_has_authors_in_overlap,crossref_authors_adds_presence,crossref_authors_adds_presence_overlap,crossref_has_authors_id_orcid_in_overlap,crossref_authors_id_orcid_adds_presence,crossref_authors_id_orcid_adds_presence_overlap,crossref_has_authors_sequence_in_overlap,crossref_authors_sequence_adds_presence,crossref_authors_sequence_adds_presence_overlap,crossref_has_authors_string_in_overlap,crossref_authors_string_adds_presence,crossref_authors_string_adds_presence_overlap,crossref_has_citations_in_overlap,crossref_citations_adds_presence,crossref_citations_adds_presence_overlap,crossref_has_fields_in_overlap,crossref_fields_adds_presence,crossref_fields_adds_presence_overlap,crossref_has_references_in_overlap,crossref_references_adds_presence,crossref_references_adds_presence_overlap,crossref_has_venue_in_overlap,crossref_venue_adds_presence,crossref_venue_adds_presence_overlap,crossref_has_venue_id_issn_in_overlap,crossref_venue_id_issn_adds_presence,crossref_venue_id_issn_adds_presence_overlap,crossref_has_venue_string_in_overlap,crossref_venue_string_adds_presence,crossref_venue_string_adds_presence_overlap,count_crossref_openalex_overlap,openalex_has_abstract_in_overlap,openalex_abstract_adds_presence,openalex_abstract_adds_presence_overlap,openalex_has_affiliations_in_overlap,openalex_affiliations_adds_presence,openalex_affiliations_adds_presence_overlap,openalex_has_affiliations_id_countrycode_in_overlap,openalex_affiliations_id_countrycode_adds_presence,openalex_affiliations_id_countrycode_adds_presence_overlap,openalex_has_affiliations_id_ror_in_overlap,openalex_affiliations_id_ror_adds_presence,openalex_affiliations_id_ror_adds_presence_overlap,openalex_has_affiliations_id_source_in_overlap,openalex_affiliations_id_source_adds_presence,openalex_affiliations_id_source_adds_presence_overlap,openalex_has_affiliations_string_in_overlap,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_presence_overlap,openalex_has_authors_in_overlap,openalex_authors_adds_presence,openalex_authors_adds_presence_overlap,openalex_has_authors_id_orcid_in_overlap,openalex_authors_id_orcid_adds_presence,openalex_authors_id_orcid_adds_presence_overlap,openalex_has_authors_id_source_in_overlap,openalex_authors_id_source_adds_presence,openalex_authors_id_source_adds_presence_overlap,openalex_has_authors_sequence_in_overlap,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_presence_overlap,openalex_has_authors_string_in_overlap,openalex_authors_string_adds_presence,openalex_authors_string_adds_presence_overlap,openalex_has_citations_in_overlap,openalex_citations_adds_presence,openalex_citations_adds_presence_overlap,openalex_has_fields_in_overlap,openalex_fields_adds_presence,openalex_fields_adds_presence_overlap,openalex_has_references_in_overlap,openalex_references_adds_presence,openalex_references_adds_presence_overlap,openalex_has_venue_in_overlap,openalex_venue_adds_presence,openalex_venue_adds_presence_overlap,openalex_has_venue_id_issn_in_overlap,openalex_venue_id_issn_adds_presence,openalex_venue_id_issn_adds_presence_overlap,openalex_has_venue_id_issnl_in_overlap,openalex_venue_id_issnl_adds_presence,openalex_venue_id_issnl_adds_presence_overlap,openalex_has_venue_id_source_in_overlap,openalex_venue_id_source_adds_presence,openalex_venue_id_source_adds_presence_overlap,openalex_has_venue_string_in_overlap,openalex_venue_string_adds_presence,openalex_venue_string_adds_presence_overlap
1532,1950,journal-article,138264,137445,137445,23255,32429,21096,19570,21414,32429,106841,339,106874,106874,106841,56775,137425,28297,137249,137166,137166,137249,137445,138264,138264,5556,10996,0,10996,105327,0,105660,105327,53117,118240,26493,138264,138200,138264,137445,5204,246,246,10793,2798,2798,0,0,0,10793,2798,2798,104704,35,35,0,0,0,105036,322,322,104704,35,35,53088,2153,2153,117606,15,15,26471,4218,4218,137445,196,196,137381,215,215,137445,0,0,137445,23255,18297,18297,32429,24434,24434,21096,21096,21096,19570,19570,19570,21414,21414,21414,32429,24434,24434,106841,2172,2172,339,339,339,106874,106874,106874,106874,2160,2160,106841,2172,2172,56775,5840,5840,137425,19834,19834,28297,6044,6044,137249,0,0,137166,0,0,137166,137166,137166,137249,137249,137249,137445,0,0
1533,1950,journal-issue,1243,1232,1232,30,0,0,0,0,0,0,0,0,0,0,24,1232,0,1202,1202,1202,1202,1232,1243,1243,0,0,0,0,0,0,0,0,25,1027,0,1243,1213,1243,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,1016,0,0,0,0,0,1232,30,30,1202,0,0,1232,0,0,1232,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1232,216,216,0,0,0,1202,0,0,1202,0,0,1202,1202,1202,1202,1202,1202,1232,0,0
1534,1950,monograph,358,355,355,8,1,1,1,1,1,221,0,229,229,221,106,355,3,23,21,21,23,23,358,358,1,0,0,0,215,0,280,215,92,0,0,7,7,7,355,1,1,1,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,279,51,51,214,0,0,92,4,4,0,0,0,0,0,0,7,0,0,7,0,0,7,0,0,355,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,221,7,7,0,0,0,229,229,229,229,1,1,221,7,7,106,18,18,355,355,355,3,3,3,23,16,16,21,14,14,21,21,21,23,23,23,23,16,16
1535,1950,other,216,216,216,10,0,0,0,0,0,206,1,206,206,206,63,216,15,201,201,201,201,216,216,216,0,0,0,0,206,1,208,206,46,0,0,216,201,216,216,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,1,0,0,208,2,2,206,0,0,46,1,1,0,0,0,0,0,0,216,15,15,201,0,0,216,0,0,216,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,1,0,0,206,206,206,206,0,0,206,0,0,63,18,18,216,216,216,15,15,15,201,0,0,201,0,0,201,201,201,201,201,201,216,0,0
1536,1950,proceedings,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,1950,proceedings-article,266,241,241,37,85,61,44,63,85,236,0,236,236,236,37,241,1,228,1,1,228,241,266,266,0,0,0,0,261,0,261,261,41,0,30,266,200,266,241,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,236,0,0,236,0,0,41,13,13,0,0,0,30,30,30,241,13,13,200,199,199,241,0,0,241,37,37,37,85,85,85,61,61,61,44,44,44,63,63,63,85,85,85,236,0,0,0,0,0,236,236,236,236,0,0,236,0,0,37,9,9,241,241,241,1,1,1,228,0,0,1,0,0,1,1,1,228,228,228,241,0,0
1538,1950,report,1005,1001,1001,224,6,5,5,5,6,842,0,845,845,842,142,1000,9,188,20,20,188,188,1005,1005,0,13,0,13,678,0,801,678,95,0,0,0,0,0,1001,0,0,0,13,10,10,0,0,0,13,10,10,675,0,0,0,0,0,798,113,113,675,0,0,95,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,224,224,224,6,3,3,5,5,5,5,5,5,5,5,5,6,3,3,842,167,167,0,0,0,845,845,845,845,160,160,842,167,167,142,64,64,1000,1000,1000,9,9,9,188,188,188,20,20,20,20,20,20,188,188,188,188,188,188
1539,1950,report-series,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0
1540,1949,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,1949,book,622,620,620,32,7,4,4,4,7,514,0,519,519,514,346,620,4,433,84,84,433,433,622,622,0,0,0,0,472,0,491,472,343,0,0,64,62,64,620,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,489,14,14,470,0,0,343,19,19,0,0,0,0,0,0,64,0,0,62,1,1,64,0,0,620,32,32,32,7,7,7,4,4,4,4,4,4,4,4,4,7,7,7,514,44,44,0,0,0,519,519,519,519,44,44,514,44,44,346,22,22,620,620,620,4,4,4,433,369,369,84,23,23,84,84,84,433,433,433,433,369,369
1542,1949,book-chapter,7918,7745,7745,501,1341,829,820,830,1341,4645,5,4675,4675,4645,512,7745,660,5585,458,458,5585,6286,7918,7918,0,3,0,3,3670,0,3764,3670,465,0,915,7918,443,7918,7745,0,0,0,3,2,2,0,0,0,3,2,2,3669,13,13,0,0,0,3763,60,60,3669,13,13,465,67,67,0,0,0,915,265,265,7745,2160,2160,443,11,11,7745,1459,1459,7745,501,501,501,1341,1340,1340,829,829,829,820,820,820,830,830,830,1341,1340,1340,4645,989,989,5,5,5,4675,4675,4675,4675,972,972,4645,989,989,512,114,114,7745,7745,7745,660,10,10,5585,0,0,458,26,26,458,458,458,5585,5585,5585,6286,0,0
1543,1949,component,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,1949,dataset,199,199,199,5,0,0,0,0,0,148,0,151,151,148,35,199,0,17,11,11,17,194,199,199,0,0,0,0,145,0,153,145,36,0,0,199,0,199,199,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,153,5,5,145,0,0,36,5,5,0,0,0,0,0,0,199,182,182,0,0,0,199,5,5,199,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,3,3,0,0,0,151,151,151,151,3,3,148,3,3,35,4,4,199,199,199,0,0,0,17,0,0,11,11,11,11,11,11,17,17,17,194,0,0
1545,1949,edited-book,36,28,28,6,0,0,0,0,0,22,0,22,22,22,14,28,0,28,0,0,28,28,36,36,0,0,0,0,26,0,26,26,15,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,0,0,0,21,2,2,21,2,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,0,0,0,22,22,22,22,3,3,22,3,3,14,0,0,28,28,28,0,0,0,28,28,28,0,0,0,0,0,0,28,28,28,28,28,28
1546,1949,journal-article,126025,124831,124831,21250,28065,18288,17013,18590,28065,96148,316,96186,96186,96148,50166,124808,24368,124710,124678,124678,124710,124831,126025,126025,5017,9819,0,9819,95222,0,95567,95222,46785,109199,22885,126025,125987,126025,124831,4630,235,235,9238,2541,2541,0,0,0,9238,2541,2541,94252,23,23,0,0,0,94597,322,322,94252,23,23,46734,1923,1923,108506,19,19,22822,3976,3976,124831,121,121,124793,115,115,124831,0,0,124831,21250,16855,16855,28065,21368,21368,18288,18288,18288,17013,17013,17013,18590,18590,18590,28065,21368,21368,96148,1919,1919,316,316,316,96186,96186,96186,96186,1911,1911,96148,1919,1919,50166,5355,5355,124808,16321,16321,24368,5522,5522,124710,0,0,124678,0,0,124678,124678,124678,124710,124710,124710,124831,0,0
1547,1949,journal-issue,1181,1171,1171,21,0,0,0,0,0,1,0,1,1,1,20,1171,0,1143,1143,1143,1143,1171,1181,1181,0,0,0,0,0,0,0,0,22,980,0,1181,1153,1181,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,2,970,0,0,0,0,0,1171,28,28,1143,0,0,1171,0,0,1171,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,20,0,0,1171,201,201,0,0,0,1143,0,0,1143,0,0,1143,1143,1143,1143,1143,1143,1171,0,0
1548,1949,monograph,312,309,309,13,1,1,1,1,1,199,0,202,202,199,98,309,3,9,8,8,9,9,312,312,0,0,0,0,190,0,283,190,86,0,0,4,4,4,309,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,281,80,80,188,0,0,86,6,6,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,309,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,199,11,11,0,0,0,202,202,202,202,1,1,199,11,11,98,18,18,309,309,309,3,3,3,9,5,5,8,4,4,8,8,8,9,9,9,9,5,5
1549,1949,other,227,227,227,5,2,1,1,1,2,207,0,207,207,207,53,227,3,212,212,212,212,227,227,227,0,2,0,2,207,0,221,207,31,0,0,227,212,227,227,0,0,0,2,0,0,0,0,0,2,0,0,207,0,0,0,0,0,221,14,14,207,0,0,31,4,4,0,0,0,0,0,0,227,15,15,212,0,0,227,0,0,227,5,5,5,2,0,0,1,1,1,1,1,1,1,1,1,2,0,0,207,0,0,0,0,0,207,207,207,207,0,0,207,0,0,53,26,26,227,227,227,3,3,3,212,0,0,212,0,0,212,212,212,212,212,212,227,0,0
1550,1949,proceedings,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,1949,proceedings-article,278,278,278,37,82,42,32,48,82,274,0,274,274,274,43,278,0,252,4,4,252,277,278,278,0,1,0,1,274,0,274,274,58,0,36,278,236,278,278,0,0,0,1,0,0,0,0,0,1,0,0,274,0,0,0,0,0,274,0,0,274,0,0,58,24,24,0,0,0,36,36,36,278,26,26,236,232,232,278,1,1,278,37,37,37,82,81,81,42,42,42,32,32,32,48,48,48,82,81,81,274,0,0,0,0,0,274,274,274,274,0,0,274,0,0,43,9,9,278,278,278,0,0,0,252,0,0,4,0,0,4,4,4,252,252,252,277,0,0
1552,1949,report,743,738,738,175,13,11,11,11,13,607,0,612,612,607,99,738,3,87,13,13,87,87,743,743,2,12,0,12,527,0,637,527,57,0,2,0,0,0,738,2,0,0,11,6,6,0,0,0,11,6,6,523,2,2,0,0,0,633,94,94,523,2,2,57,10,10,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,738,175,173,173,13,8,8,11,11,11,11,11,11,11,11,11,13,8,8,607,86,86,0,0,0,612,612,612,612,73,73,607,86,86,99,52,52,738,738,738,3,2,2,87,87,87,13,13,13,13,13,13,87,87,87,87,87,87
1553,1949,report-component,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0
1554,1949,report-series,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0
1555,1948,book,527,526,526,20,8,6,6,6,8,435,0,438,438,435,290,526,2,377,78,78,377,377,527,527,1,0,0,0,407,0,429,407,288,0,0,45,45,45,526,1,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,428,19,19,406,0,0,288,14,14,0,0,0,0,0,0,45,0,0,45,1,1,45,0,0,526,20,19,19,8,8,8,6,6,6,6,6,6,6,6,6,8,8,8,435,29,29,0,0,0,438,438,438,438,29,29,435,29,29,290,16,16,526,526,526,2,2,2,377,332,332,78,34,34,78,78,78,377,377,377,377,332,332
1556,1948,book-chapter,6127,6006,6006,339,680,346,329,348,680,3397,0,3413,3413,3397,424,6006,453,4531,340,340,4531,5138,6127,6127,0,0,0,0,2748,0,2788,2748,397,0,604,6127,332,6127,6006,0,0,0,0,0,0,0,0,0,0,0,0,2743,1,1,0,0,0,2783,22,22,2743,1,1,397,63,63,0,0,0,604,159,159,6006,1475,1475,331,10,10,6006,868,868,6006,339,339,339,680,680,680,346,346,346,329,329,329,348,348,348,680,680,680,3397,655,655,0,0,0,3413,3413,3413,3413,652,652,3397,655,655,424,90,90,6006,6006,6006,453,8,8,4531,0,0,340,19,19,340,340,340,4531,4531,4531,5138,0,0
1557,1948,component,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,1948,dataset,113,113,113,1,0,0,0,0,0,70,0,71,71,70,12,113,0,5,0,0,5,109,113,113,0,0,0,0,69,0,75,69,16,0,0,113,0,113,113,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,75,5,5,69,0,0,16,5,5,0,0,0,0,0,0,113,108,108,0,0,0,113,4,4,113,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,1,0,0,0,71,71,71,71,1,1,70,1,1,12,1,1,113,113,113,0,0,0,5,0,0,0,0,0,0,0,0,5,5,5,109,0,0
1559,1948,edited-book,21,12,12,4,0,0,0,0,0,11,0,11,11,11,5,12,0,12,0,0,12,12,21,21,0,0,0,0,20,0,20,20,6,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,11,1,1,11,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,11,11,11,11,1,1,11,1,1,5,0,0,12,12,12,0,0,0,12,12,12,0,0,0,0,0,0,12,12,12,12,12,12
1560,1948,journal-article,114351,113448,113448,18263,23495,15381,14295,15710,23495,86079,213,86112,86112,86079,42995,113434,20261,113292,113254,113254,113292,113448,114351,114351,4137,8635,0,8635,85065,0,85349,85065,40059,97401,19358,114351,114311,114351,113448,3897,234,234,8099,2161,2161,0,0,0,8099,2161,2161,84357,4,4,0,0,0,84637,236,236,84357,4,4,40022,1806,1806,96990,11,11,19306,3621,3621,113448,156,156,113408,154,154,113448,0,0,113448,18263,14600,14600,23495,17557,17557,15381,15381,15381,14295,14295,14295,15710,15710,15710,23495,17557,17557,86079,1726,1726,213,213,213,86112,86112,86112,86112,1711,1711,86079,1726,1726,42995,4779,4779,113434,16455,16455,20261,4576,4576,113292,0,0,113254,0,0,113254,113254,113254,113292,113292,113292,113448,0,0
1561,1948,journal-issue,1051,1050,1050,9,0,0,0,0,0,0,0,0,0,0,21,1050,0,1027,1027,1027,1027,1050,1051,1051,0,0,0,0,0,0,0,0,24,866,0,1051,1028,1051,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,3,865,0,0,0,0,0,1050,23,23,1027,0,0,1050,0,0,1050,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1050,185,185,0,0,0,1027,0,0,1027,0,0,1027,1027,1027,1027,1027,1027,1050,0,0
1562,1948,monograph,317,314,314,13,1,1,1,1,1,187,0,195,195,187,71,314,0,8,7,7,8,8,317,317,0,0,0,0,174,0,259,174,66,0,0,2,2,2,314,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,256,63,63,171,0,0,65,8,8,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,314,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,187,16,16,0,0,0,195,195,195,195,2,2,187,16,16,71,14,14,314,314,314,0,0,0,8,6,6,7,5,5,7,7,7,8,8,8,8,6,6
1563,1948,other,87,87,87,4,0,0,0,0,0,76,0,76,76,76,22,87,1,80,79,79,80,87,87,87,0,0,0,0,77,0,80,77,7,0,0,87,79,87,87,0,0,0,0,0,0,0,0,0,0,0,0,77,1,1,0,0,0,80,4,4,77,1,1,7,0,0,0,0,0,0,0,0,87,7,7,79,0,0,87,0,0,87,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,76,76,76,76,0,0,76,0,0,22,15,15,87,87,87,1,1,1,80,0,0,79,0,0,79,79,79,80,80,80,87,0,0
1564,1948,proceedings,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,1948,proceedings-article,287,287,287,46,113,71,47,73,113,285,0,285,285,285,45,287,3,279,3,3,279,287,287,287,0,0,0,0,285,0,285,285,85,0,37,287,239,287,287,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,285,0,0,285,0,0,85,53,53,0,0,0,37,37,37,287,8,8,239,236,236,287,0,0,287,46,46,46,113,113,113,71,71,71,47,47,47,73,73,73,113,113,113,285,0,0,0,0,0,285,285,285,285,0,0,285,0,0,45,13,13,287,287,287,3,3,3,279,0,0,3,0,0,3,3,3,279,279,279,287,0,0
1566,1948,report,746,744,744,203,6,5,5,5,6,577,0,580,580,577,110,744,5,97,20,20,97,97,746,746,0,4,0,4,510,0,673,510,81,0,0,0,0,0,744,0,0,0,4,3,3,0,0,0,4,3,3,508,0,0,0,0,0,671,135,135,508,0,0,81,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,203,203,203,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,577,69,69,0,0,0,580,580,580,580,44,44,577,69,69,110,48,48,744,744,744,5,5,5,97,97,97,20,20,20,20,20,20,97,97,97,97,97,97
1567,1948,report-series,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0
1568,1947,book,324,321,321,12,4,4,4,4,4,276,0,278,278,276,180,321,2,239,56,56,239,239,324,324,0,0,0,0,264,0,278,264,180,0,0,33,30,33,321,0,0,0,0,0,0,0,0,0,0,0,0,261,1,1,0,0,0,275,13,13,261,1,1,180,6,6,0,0,0,0,0,0,33,0,0,30,1,1,33,0,0,321,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,276,16,16,0,0,0,278,278,278,278,16,16,276,16,16,180,6,6,321,321,321,2,2,2,239,206,206,56,27,27,56,56,56,239,239,239,239,206,206
1569,1947,book-chapter,4299,4030,4030,85,299,135,131,135,299,2408,1,2412,2412,2408,114,4029,220,2789,120,120,2789,3156,4299,4299,0,0,0,0,1667,0,1693,1667,134,0,346,4299,123,4299,4030,0,0,0,0,0,0,0,0,0,0,0,0,1637,6,6,0,0,0,1663,23,23,1637,6,6,134,41,41,0,0,0,346,131,131,4030,1241,1241,123,8,8,4030,874,874,4030,85,85,85,299,299,299,135,135,135,131,131,131,135,135,135,299,299,299,2408,777,777,1,1,1,2412,2412,2412,2412,772,772,2408,777,777,114,21,21,4029,4029,4029,220,5,5,2789,0,0,120,5,5,120,120,120,2789,2789,2789,3156,0,0
